구분,년,에볼라바이러스병 ,마버그열,라싸열,크리미안콩고출혈열,남아메리카출혈열,리프트밸리열,두창,페스트,탄저,보툴리눔독소증,야토병,신종감염병증후군,중증급성호흡기증후군(SARS),중동호흡기증후군(MERS),동물인플루엔자 인체감염증,신종인플루엔자,디프테리아,수두,홍역,콜레라,장티푸스,파라티푸스,세균성이질,장출혈성대장균감염증,A형간염,백일해,유행성이하선염,풍진(2018년이전),풍진(선천성),풍진(후천성),폴리오,수막구균 감염증,b형헤모필루스인플루엔자,폐렴구균 감염증,한센병,성홍열,반코마이신내성황색포도알균(VRSA) 감염증,카바페넴내성장내세균속균종(CRE) 감염증,E형간염,파상풍,B형간염,일본뇌염,C형간염,말라리아,레지오넬라증,비브리오패혈증,발진티푸스,발진열,쯔쯔가무시증,렙토스피라증,브루셀라증,공수병,신증후군출혈열,크로이츠펠트-야콥병(CJD) 및 변종크로이츠펠트-야콥병(vCJD),황열,뎅기열,큐열,웨스트나일열,라임병,진드기매개뇌염,유비저,치쿤구니야열,중증열성혈소판감소증후군(SFTS),지카바이러스감염증,top5
강원고성군 ,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['수두', 'C형간염', '유행성이하선염', '폐렴구균 감염증', '성홍열']"
강원동해시 ,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['수두', '유행성이하선염', '말라리아', '수막구균 감염증', '폴리오']"
강원동해시 ,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,12,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['수두', 'A형간염', '유행성이하선염', 'B형간염', '레지오넬라증']"
강원동해시 ,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,2,0,214,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['유행성이하선염', '수두', 'A형간염', 'B형간염', '지카바이러스감염증']"
강원동해시 ,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,5,0,46,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"['수두', '유행성이하선염', 'A형간염', '뎅기열', '말라리아']"
강원동해시 ,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,1,0,24,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['수두', '유행성이하선염', '성홍열', '쯔쯔가무시증', '레지오넬라증']"
강원동해시 ,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,0,0,0,0,0,1,0,40,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"['수두', '유행성이하선염', '말라리아', '레지오넬라증', '폐렴구균 감염증']"
강원동해시 ,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,1,0,24,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,"['수두', '유행성이하선염', '쯔쯔가무시증', '신증후군출혈열', '폐렴구균 감염증']"
강원동해시 ,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268,0,0,1,0,0,1,3,0,59,0,0,0,0,0,0,2,0,24,0,3,0,0,1,0,10,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"['수두', '유행성이하선염', '성홍열', 'C형간염', '카바페넴내성장내세균속균종(CRE) 감염증']"
강원동해시 ,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,1,0,0,0,3,0,30,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,15,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"['수두', '유행성이하선염', 'C형간염', '카바페넴내성장내세균속균종(CRE) 감염증', 'A형간염']"
강원동해시 ,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,1,0,0,0,0,0,6,0,43,0,0,0,0,0,0,2,0,2,0,2,0,0,1,0,19,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"['수두', '유행성이하선염', 'C형간염', 'A형간염', '레지오넬라증']"
강원동해시 ,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['수두', '유행성이하선염', 'C형간염', '폐렴구균 감염증', '쯔쯔가무시증']"
강원삼척시 ,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['수두', '유행성이하선염', '쯔쯔가무시증', '성홍열', '백일해']"
강원삼척시 ,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"['수두', '쯔쯔가무시증', '유행성이하선염', 'A형간염', 'B형간염']"
강원삼척시 ,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,"['수두', '신증후군출혈열', 'B형간염', '유행성이하선염', 'A형간염']"
강원삼척시 ,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,7,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,"['유행성이하선염', '수두', '쯔쯔가무시증', '신증후군출혈열', '중증열성혈소판감소증후군(SFTS)']"
강원삼척시 ,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"['수두', '쯔쯔가무시증', '성홍열', '유행성이하선염', 'A형간염']"
강원삼척시 ,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,4,1,7,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['수두', '유행성이하선염', '성홍열', 'A형간염', '쯔쯔가무시증']"
강원삼척시 ,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"['수두', '유행성이하선염', '성홍열', 'A형간염', '지카바이러스감염증']"
강원삼척시 ,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,6,0,20,0,0,0,0,0,0,0,0,53,0,1,0,0,2,0,9,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['성홍열', '수두', '유행성이하선염', 'C형간염', 'A형간염']"
강원삼척시 ,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,4,0,47,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['수두', '유행성이하선염', '성홍열', 'C형간염', 'A형간염']"
강원삼척시 ,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,6,0,52,0,0,0,0,1,0,1,0,9,0,0,0,0,0,0,21,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,"['유행성이하선염', '수두', 'C형간염', '성홍열', 'A형간염']"
강원삼척시 ,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,2,0,28,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"['유행성이하선염', '수두', 'C형간염', '성홍열', 'A형간염']"
강원속초시 ,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,1,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['수두', '유행성이하선염', '말라리아', '쯔쯔가무시증', '파라티푸스']"
강원속초시 ,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,32,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['수두', 'A형간염', '유행성이하선염', 'B형간염', '쯔쯔가무시증']"
강원속초시 ,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,3,0,221,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"['유행성이하선염', '수두', 'A형간염', 'B형간염', '신증후군출혈열']"
강원속초시 ,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['수두', '유행성이하선염', '쯔쯔가무시증', '성홍열', '말라리아']"
강원속초시 ,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['수두', '성홍열', '유행성이하선염', '쯔쯔가무시증', '지카바이러스감염증']"
강원속초시 ,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,1,0,22,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['수두', '유행성이하선염', '성홍열', '쯔쯔가무시증', 'A형간염']"
강원속초시 ,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,0,0,0,0,0,0,1,0,27,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['수두', '유행성이하선염', '쯔쯔가무시증', '레지오넬라증', 'A형간염']"
강원속초시 ,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,5,1,21,0,0,0,0,1,0,2,0,6,0,7,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"['수두', '유행성이하선염', '카바페넴내성장내세균속균종(CRE) 감염증', '성홍열', 'A형간염']"
강원속초시 ,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,1,1,28,0,0,0,0,0,0,0,0,6,0,12,0,0,1,0,17,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"['수두', '유행성이하선염', 'C형간염', '카바페넴내성장내세균속균종(CRE) 감염증', '성홍열']"
강원속초시 ,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,1,8,0,17,0,0,0,0,0,0,1,0,4,0,9,0,0,3,0,10,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"['수두', '유행성이하선염', 'C형간염', '카바페넴내성장내세균속균종(CRE) 감염증', 'A형간염']"
강원속초시 ,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,1,0,12,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['수두', '유행성이하선염', 'C형간염', '레지오넬라증', '말라리아']"
강원양구군 ,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"['수두', '유행성이하선염', '쯔쯔가무시증', '말라리아', '신증후군출혈열']"
강원양구군 ,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['수두', '유행성이하선염', 'A형간염', '지카바이러스감염증', '중증열성혈소판감소증후군(SFTS)']"
강원양구군 ,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['유행성이하선염', '수두', '쯔쯔가무시증', '세균성이질', '지카바이러스감염증']"
강원양구군 ,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['유행성이하선염', '수두', '쯔쯔가무시증', '성홍열', '지카바이러스감염증']"
강원양구군 ,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"['유행성이하선염', '수두', '성홍열', '신증후군출혈열', '쯔쯔가무시증']"
강원양구군 ,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,"['성홍열', '유행성이하선염', '수두', 'A형간염', '신증후군출혈열']"
강원양구군 ,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,"['수두', '유행성이하선염', '중증열성혈소판감소증후군(SFTS)', '쯔쯔가무시증', '폐렴구균 감염증']"
강원양구군 ,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,2,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['수두', '유행성이하선염', 'A형간염', 'B형간염', '쯔쯔가무시증']"
강원양구군 ,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,2,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,"['수두', '유행성이하선염', '중증열성혈소판감소증후군(SFTS)', 'A형간염', '폐렴구균 감염증']"
강원양구군 ,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['수두', '유행성이하선염', 'A형간염', '성홍열', '폐렴구균 감염증']"
강원양구군 ,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,"['수두', 'C형간염', '유행성이하선염', '신증후군출혈열', '중증열성혈소판감소증후군(SFTS)']"
강원양양군 ,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['수두', '성홍열', '세균성이질', '파라티푸스', '쯔쯔가무시증']"
강원양양군 ,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"['수두', '유행성이하선염', 'A형간염', '레지오넬라증', '쯔쯔가무시증']"
강원양양군 ,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,3,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['수두', '유행성이하선염', 'A형간염', 'B형간염', '쯔쯔가무시증']"
